Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-11-04 12:08:16.00,2016-11-04 07:08:16.00,234.4498573541641,46.800053,-92.114212,5,354.581298828125,4,288.9723071798425,0.8100000023841858,1.032416500946409,56.953125,104.1324310302734,105.0597305297852,20,-62.1634591116276
2016-11-04 12:08:20.00,2016-11-04 07:08:20.00,238.4498571157455,46.800047,-92.114134,5,353.8712158203125,4,294.9365018751031,0.8299999833106995,1.032416500946409,97.03125,98.22441864013672,99.15171813964844,20,-17.20040128415799
2016-11-04 12:08:20.16,2016-11-04 07:08:20.16,238.4498571157455,46.800047,-92.114134,5,353.9928588867188,4,294.9365018751031,0.8299999833106995,1.175561205625552,97.03125,98.22441864013672,99.15171813964844,20,-17.20040128415799
2016-11-04 12:08:24.00,2016-11-04 07:08:24.00,242.4498573541641,46.800070,-92.114064,5,353.3372802734375,4,300.8634745879863,1.539999961853027,1.175561205625552,97.03125,84.71553039550781,85.64282989501953,20,-11.86615481431961
2016-11-04 12:08:28.00,2016-11-04 07:08:28.00,246.4498583078384,46.800089,-92.113999,5,352.2021484375,4,306.2086695719394,1.289999961853027,1.175561205625552,60.8203125,82.53651428222656,83.46381378173828,20,-10.10420167252444
2016-11-04 12:08:32.00,2016-11-04 07:08:32.00,250.4498571157455,46.800118,-92.113942,5,351.50244140625,3,311.6210389789599,0.949999988079071,1.175561205625552,96.6796875,71.36544799804688,72.29274749755859,20,-8.836479444992033
2016-11-04 12:08:35.16,2016-11-04 07:08:35.16,250.4498571157455,46.800118,-92.113942,5,351.50146484375,3,311.6210389789599,0.949999988079071,1.025840382408458,96.6796875,71.36544799804688,72.29274749755859,20,-8.836479444992033
2016-11-04 12:08:36.00,2016-11-04 07:08:36.00,254.4498565196991,46.800149,-92.113888,5,351.7601928710938,3,317.0359112158977,1.039999961853027,1.025840382408458,67.8515625,66.61492156982422,67.54222106933594,20,-8.81757010943123
2016-11-04 12:08:40.00,2016-11-04 07:08:40.00,258.4498571753502,46.800180,-92.113830,5,351.9964599609375,3,322.62965922257,1.220000028610229,1.025840382408458,36.9140625,60.88919448852539,61.81649017333984,20,-9.894724861106708
2016-11-04 12:08:45.00,2016-11-04 07:08:45.00,263.4498572349548,46.800224,-92.113782,5,352.6270141601562,3,328.7330796169172,1.039999961853027,1.025840382408458,43.2421875,41.94946670532227,42.87676239013672,20,-13.31592894583935
2016-11-04 12:08:49.00,2016-11-04 07:08:49.00,267.4498572945595,46.800261,-92.113743,5,352.6854248046875,3,333.85299354799,1.070000052452087,1.025840382408458,36.2109375,47.91435241699219,48.84164810180664,20,-17.51162337191087
2016-11-04 12:08:50.16,2016-11-04 07:08:50.16,267.4498572945595,46.800261,-92.113743,5,352.6854248046875,3,333.85299354799,1.070000052452087,1.153411441233637,36.2109375,47.91435241699219,48.84164810180664,20,-17.51162337191087
2016-11-04 12:08:54.00,2016-11-04 07:08:54.00,272.4498578906059,46.800311,-92.113703,5,353.5145263671875,3,340.1429988493527,1.139999985694885,1.153411441233637,35.859375,51.72464752197266,52.65194320678711,20,-31.38924256848053
2016-11-04 12:08:58.00,2016-11-04 07:08:58.00,276.449856698513,46.800355,-92.113681,5,353.6661376953125,3,345.3503792021366,1.190000057220459,1.153411441233637,22.1484375,23.3726921081543,24.29998779296875,20,-338.0611618996049
2016-11-04 12:09:02.00,2016-11-04 07:09:02.00,280.4498577713966,46.800400,-92.113663,5,354.53759765625,3,350.6009463978826,1.259999990463257,1.153411441233637,23.5546875,21.8403148651123,22.76761054992676,20,29.13538338021968
2016-11-04 12:09:05.15,2016-11-04 07:09:05.15,280.4498577713966,46.800400,-92.113663,5,355.2306518554688,3,350.6009463978826,1.259999990463257,1.210363466239208,23.5546875,21.8403148651123,22.76761054992676,20,29.13538338021968
2016-11-04 12:09:06.00,2016-11-04 07:09:06.00,284.4498572349548,46.800449,-92.113651,5,355.947998046875,3,356.1100836829848,1.159999966621399,1.210363466239208,14.4140625,6.348095893859863,7.275392532348633,20,13.8446187348652
2016-11-04 12:09:10.00,2016-11-04 07:09:10.00,288.4498569369316,46.800495,-92.113630,5,354.7581787109375,3,361.4755193009892,1.240000009536743,1.210363466239208,23.90625,24.32278060913086,25.25007629394531,20,10.96765290679675
2016-11-04 12:09:15.00,2016-11-04 07:09:15.00,293.4498565793037,46.800546,-92.113604,5,354.3438720703125,3,367.4336528212132,0.9599999785423279,1.210363466239208,23.90625,31.96788787841797,32.89518356323242,20,13.09889906975212
2016-11-04 12:09:19.00,2016-11-04 07:09:19.00,297.4498569965363,46.800599,-92.113592,5,354.8497314453125,3,373.4671133971833,1.600000023841858,1.210363466239208,11.25,29.71490478515625,30.6422004699707,20,18.40353578091331
2016-11-04 12:09:20.16,2016-11-04 07:09:20.16,297.4498569965363,46.800599,-92.113592,5,354.8497314453125,3,373.4671133971833,1.600000023841858,1.657982709387824,11.25,29.71490478515625,30.6422004699707,20,18.40353578091331
2016-11-04 12:09:25.00,2016-11-04 07:09:25.00,303.4498578310013,46.800644,-92.113558,5,354.4393310546875,3,379.0850315351807,0.7599999904632568,1.657982709387824,22.8515625,39.52880859375,40.45610427856445,20,22.91097247496579
2016-11-04 12:09:31.00,2016-11-04 07:09:31.00,309.4498574137688,46.800689,-92.113527,5,355.636962890625,3,384.5843222757096,1.009999990463257,1.657982709387824,26.3671875,23.62586975097656,24.55316543579102,20,28.92112388948802
2016-11-04 12:09:35.16,2016-11-04 07:09:35.16,309.4498574137688,46.800689,-92.113527,5,355.8174438476562,3,384.5843222757096,1.009999990463257,0.8866666754086813,26.3671875,23.62586975097656,24.55316543579102,20,28.92112388948802
2016-11-04 12:09:38.00,2016-11-04 07:09:38.00,316.4498574137688,46.800733,-92.113492,5,356.174560546875,3,390.1326709971805,0.7599999904632568,0.8866666754086813,17.2265625,2.680138111114502,3.607434511184692,20,38.8734976256758
2016-11-04 12:09:45.00,2016-11-04 07:09:45.00,323.4498581886292,46.800780,-92.113468,5,357.108642578125,3,395.6728735555128,0.8600000143051147,0.8866666754086813,18.984375,21.21540069580078,22.14269638061523,20,18.83703603243126
2016-11-04 12:09:50.16,2016-11-04 07:09:50.16,323.4498581886292,46.800780,-92.113468,5,357.6903686523438,3,395.6728735555128,0.8600000143051147,0.750000019868215,18.984375,21.21540069580078,22.14269638061523,20,18.83703603243126
2016-11-04 12:09:52.00,2016-11-04 07:09:52.00,330.4498564600945,46.800829,-92.113448,5,358.7002563476562,3,401.406965441907,0.8199999928474426,0.750000019868215,14.765625,22.73215675354004,23.65945243835449,20,8.387555550528985
2016-11-04 12:09:58.00,2016-11-04 07:09:58.00,336.4498571753502,46.800873,-92.113431,5,359.5542602539062,3,406.4253084331592,0.6000000238418579,0.750000019868215,15.8203125,21.16313743591309,22.09043312072754,20,5.73230190178483
2016-11-04 12:10:05.00,2016-11-04 07:10:05.00,343.4498572349548,46.800924,-92.113422,5,360.1922607421875,3,412.1594003195534,0.8299999833106995,0.750000019868215,356.484375,26.3075008392334,27.23479652404785,20,5.466310839553136
2016-11-04 12:10:05.15,2016-11-04 07:10:05.15,343.4498572349548,46.800924,-92.113422,5,359.968505859375,3,412.1594003195534,0.8299999833106995,0.7399999896685282,356.484375,26.3075008392334,27.23479652404785,20,5.466310839553136
2016-11-04 12:10:13.00,2016-11-04 07:10:13.00,351.4498571157455,46.800972,-92.113408,5,361.750244140625,3,417.5592381760549,0.6299999952316284,0.7399999896685282,2.8125,38.91700744628906,39.84430313110352,20,4.895609599958585
2016-11-04 12:10:19.00,2016-11-04 07:10:19.00,357.4498571157455,46.801021,-92.113383,5,363.016357421875,3,423.4210815536827,1,0.7399999896685282,17.578125,24.68992805480957,25.61722373962402,20,4.563463209103218
2016-11-04 12:10:20.16,2016-11-04 07:10:20.16,357.4498571157455,46.801021,-92.113383,5,363.016357421875,3,423.4210815536827,1,1.005473122593167,17.578125,24.68992805480957,25.61722373962402,20,4.563463209103218
